HOME,DATE,INOUT,GRASSTURF,SPREAD,OULINE,OUACTUAL,TEMPERATURE,RELHUMIDITY,WINDSPEED,WINDCHILL,AWAY
SEA,20121209,outdoors,fieldturf ,-10,36,58,48,82,8,44.33005396,ARI
WAS,20121209,outdoors,grass ,-1.5,48,59,51,95,7,48.39452211,BAL
CIN,20121209,outdoors,fieldturf ,-3.5,46,39,53,96,6,51.24029099,DAL
MIN,20121209,Indoors,sportturf,-1.5,40.5,35,69.5,37.5,0,69.5,CHI
NE,20121210,outdoors,fieldturf ,-5.5,51,56,59,91,7,58.03571475,HOU
PHI,20121213,outdoors,grass ,-5,45,47,36,55,1,36,CIN
BUF,20121216,Indoors,a_turf,-5,44,67,69.5,37.5,0,69.5,SEA
ATL,20121216,Indoors,fieldturf ,,50,34,69.5,37.5,0,69.5,NYG
MIA,20121216,outdoors,grass ,-7.5,38,27,80,60,13,80,JAC
ARI,20121216,Indoors,grass ,-6.5,43.5,48,69.5,37.5,0,69.5,DET
NO,20121216,Indoors,sportturf,-3.5,55,41,69.5,37.5,0,69.5,TB
DAL,20121216,Indoors,matrixturf,-2.5,46,51,69.5,37.5,0,69.5,PIT
STL,20121216,Indoors,astroplay,-2.5,39.5,58,69.5,37.5,0,69.5,MIN
BAL,20121216,outdoors,sportturf,-3,48,51,53,74,7,50.80482027,DEN
CLE,20121216,outdoors,grass ,-4,40.5,59,59,67,18,55.6910955,WAS
HOU,20121216,Indoors,grass ,-10.5,48,46,69.5,37.5,0,69.5,IND
NE,20121216,outdoors,fieldturf ,-5,47.5,75,34,100,5,29.42505196,SF
CHI,20121216,outdoors,grass ,-3,43.5,34,44,79,9,39.00956355,GB
OAK,20121216,outdoors,grass ,-4.5,44,15,54,77,2,54,KC
SD,20121216,outdoors,grass ,-3,45.5,38,59,64,6,58.3858708,CAR
TEN,20121217,outdoors,grass ,-1,42,24,54,83,10,50.9945053,NYJ
DET,20121222,Indoors,fieldturf ,-4,50.5,49,69.5,37.5,0,69.5,ATL
ARI,20121223,Indoors,grass ,-7,36.5,41,69.5,37.5,0,69.5,CHI
BAL,20121223,outdoors,sportturf,-2.5,47,47,51,33,7,48.39452211,NYG
GB,20121223,outdoors,grass ,-11,44.5,62,24,68,9,14.42764314,TEN
DEN,20121223,outdoors,grass ,-11,44,46,51,22,15,45.9249863,CLE
PHI,20121223,outdoors,grass ,-6,46,47,40,52,11,33.22830666,WAS
JAC,20121223,outdoors,grass ,-14.5,51,39,58,0,0,58,NE
CAR,20121223,outdoors,grass ,-9.5,47,23,53,43,3,53,OAK
NYJ,20121223,outdoors,fieldturf,-3,38,44,39,54,13,31.2209159,SD
SEA,20121223,outdoors,fieldturf ,-2,40.5,55,45,76,3,44.02173795,SF
DAL,20121223,Indoors,matrixturf,-3,54.5,65,69.5,37.5,0,69.5,NO
MIA,20121223,outdoors,grass ,-5,43,34,73,47,8,73,BUF
HOU,20121223,Indoors,grass ,-7.5,43.5,29,69.5,37.5,0,69.5,MIN
PIT,20121223,outdoors,grass ,-3.5,40,23,35,56,10,27.44542077,CIN
TB,20121223,outdoors,grass ,-3,44,41,59,28,8,57.72533605,STL
KC,20121223,outdoors,grass ,-6,41.5,33,25,74,6,17.8942519,IND
SD,20121230,outdoors,grass ,-8,41.5,45,50,80,3,49.67750843,OAK
SEA,20121230,outdoors,fieldturf ,-12,42.5,33,41,77,1,41,STL
DEN,20121230,outdoors,grass ,-17,41.5,41,35,41,10,27.44542077,KC
NE,20121230,outdoors,fieldturf ,-10,46.5,28,28,45,15,16.46562102,MIA
NYG,20121230,outdoors,fieldturf,-6.5,44.5,49,32,50,13,22.3594962,PHI
IND,20121230,Indoors,fieldturf ,-6,47,44,69.5,37.5,0,69.5,HOU
TEN,20121230,outdoors,grass ,-5.5,42,58,39,50,4,36.16347395,JAC
SF,20121230,outdoors,grass ,-16.5,39.5,40,50,70,5,48.21799302,ARI
NO,20121230,Indoors,sportturf,-4,54,82,69.5,37.5,0,69.5,CAR
MIN,20121230,Indoors,sportturf,-3,46,71,69.5,37.5,0,69.5,GB
WAS,20121230,outdoors,grass ,-3,49,46,37,53,9,30.40589141,DAL
DET,20121230,Indoors,fieldturf ,-3,46,50,69.5,37.5,0,69.5,CHI
PIT,20121230,outdoors,grass ,-9.5,36,34,28,78,12,17.75197661,CLE
BUF,20121230,outdoors,a_turf,-3.5,41,37,28,53,18,15.37995972,NYJ
CIN,20121230,outdoors,fieldturf ,-3,42.5,40,26,72,8,17.53948978,BAL
ATL,20121230,Indoors,fieldturf ,-3,46,39,69.5,37.5,0,69.5,TB
GB,20130105,outdoors,grass ,-11,44.5,34,29,78,9,20.57312324,MIN
HOU,20130105,Indoors,grass ,-4,42.5,32,69.5,37.5,0,69.5,CIN
WAS,20130106,outdoors,grass ,-3,45,38,52,44,3,51.93981663,SEA
BAL,20130106,outdoors,sportturf,-7,47,33,49,36,8,45.54780688,IND
DEN,20130112,outdoors,grass ,-9,44.5,73,13,62,8,1.708701854,BAL
SF,20130112,outdoors,grass ,-3,45.5,76,48,50,5,45.86887539,GB
ATL,20130113,Indoors,fieldturf ,-3,47,58,69.5,37.5,0,69.5,SEA
NE,20130113,outdoors,fieldturf ,-9.5,51,69,51,87,10,47.2762288,HOU
ATL,20130120,Indoors,fieldturf ,-4.5,49,52,69.5,37.5,0,69.5,SF
NE,20130120,outdoors,fieldturf ,-7.5,51.5,41,41,34,18,32.28462957,BAL
BAL,20130203,Indoors,grass ,-4.5,48,65,69.5,37.5,0,69.5,SF
DEN,20130905,outdoors,grass ,-7.5,48,76,83,30,7,83,BAL
CAR,20130908,outdoors,grass ,-3.5,44.5,19,87,48,7,87,SEA
STL,20130908,Indoors,astroplay,-3.5,41.5,51,69.5,37.5,0,69.5,ARI
SF,20130908,outdoors,grass ,-5,48,62,69,67,6,69,GB
DET,20130908,Indoors,fieldturf ,-4.5,46,58,69.5,37.5,0,69.5,MIN
NO,20130908,Indoors,sportturf,-3.5,54.5,40,69.5,37.5,0,69.5,ATL
PIT,20130908,outdoors,grass ,-6,42,25,73,76,9,73,TEN
CHI,20130908,outdoors,grass ,-3,41.5,45,73,79,11,73,CIN
IND,20130908,Indoors,fieldturf ,-11.5,45,38,69.5,37.5,0,69.5,OAK
DAL,20130908,Indoors,matrixturf,-3.5,49.5,67,69.5,37.5,0,69.5,NYG
JAC,20130908,outdoors,grass ,-4.5,42.5,30,85,55,10,85,KC
CLE,20130908,outdoors,grass ,-2.5,40.5,33,70,80,13,70,MIA
NYJ,20130908,outdoors,fieldturf,-6,40,35,82,50,9,82,TB
BUF,20130908,outdoors,a_turf,-10.5,50.5,44,65,55,11,64.45132798,NE
WAS,20130909,outdoors,grass ,-4.5,52,60,80,52,9,80,PHI
SD,20130909,outdoors,grass ,-6.5,44,59,70,73,10,70,HOU
NE,20130912,outdoors,fieldturf ,-11.5,43,23,72,89,8,72,NYJ
TB,20130915,outdoors,grass ,-4,48.5,30,93,47,8,93,NO
CHI,20130915,outdoors,grass ,-6.5,41,61,60,76,6,59.57680077,MIN
KC,20130915,outdoors,grass ,-3,45,33,72,69,6,72,DAL
ARI,20130915,Indoors,grass ,-2,47.5,46,69.5,37.5,0,69.5,DET
BAL,20130915,outdoors,sportturf,-7,43.5,20,75,37,6,75,CLE
ATL,20130915,Indoors,fieldturf ,-5.5,47.5,55,69.5,37.5,0,69.5,STL
HOU,20130915,Indoors,grass ,-9,42.5,54,69.5,37.5,0,69.5,TEN
GB,20130915,outdoors,grass ,-8,48.5,58,56,100,4,55.80121622,WAS
IND,20130915,Indoors,fieldturf ,-3,43.5,44,69.5,37.5,0,69.5,MIA
BUF,20130915,outdoors,a_turf,-3.5,43.5,47,65,59,10,64.62818583,CAR
PHI,20130915,outdoors,grass ,-7.5,51,63,71,40,6,71,SD
SEA,20130915,outdoors,fieldturf ,-2.5,43.5,32,64,81,6,64,SF
OAK,20130915,outdoors,grass ,-5,40.5,28,76,52,10,76,JAC
NYG,20130915,outdoors,fieldturf,-4,52.5,64,70,33,3,70,DEN
CIN,20130916,outdoors,fieldturf ,-6.5,40,30,62,75,5,62,PIT
PHI,20130919,outdoors,grass ,-3.5,50,42,73,43,4,73,KC
NE,20130922,outdoors,fieldturf ,-7.5,44.5,26,65,72,9,64.82057997,TB
NO,20130922,Indoors,sportturf,-7.5,48.5,38,69.5,37.5,0,69.5,ARI
WAS,20130922,outdoors,grass ,-1,48.5,47,72,51,8,72,DET
CAR,20130922,outdoors,grass ,-3,46.5,38,75,52,15,75,NYG
MIA,20130922,outdoors,grass ,-2.5,45.5,50,89,58,8,89,ATL
TEN,20130922,outdoors,grass ,-3,43,37,72,46,7,72,SD
NYJ,20130922,outdoors,fieldturf,-2.5,41,47,67,46,24,65.56231818,BUF
CIN,20130922,outdoors,fieldturf ,-3,49.5,64,63,52,13,61.60292627,GB
DAL,20130922,Indoors,matrixturf,-3.5,47.5,38,69.5,37.5,0,69.5,STL
BAL,20130922,outdoors,sportturf,-1,44.5,39,73,44,9,73,HOU
MIN,20130922,Indoors,sportturf,-7,40,58,69.5,37.5,0,69.5,CLE
SEA,20130922,outdoors,fieldturf ,-20,39,62,61,87,17,58.43164322,JAC
PIT,20130922,outdoors,grass ,-2.5,40.5,63,56,72,5,55.26534592,CHI
SF,20130922,outdoors,grass ,-10,45.5,34,66,63,5,66,IND
DEN,20130923,outdoors,grass ,-16.5,48.5,58,64,28,16,62.44161835,OAK
STL,20130926,Indoors,astroplay,-4,42.5,46,69.5,37.5,0,69.5,SF
BUF,20130929,outdoors,a_turf,-4,45,43,67,57,15,66.4184578,BAL
CLE,20130929,outdoors,grass ,-4.5,42.5,23,68,67,9,68,CIN
TEN,20130929,outdoors,grass ,-3.5,40.5,51,74,51,4,74,NYJ
SD,20130929,outdoors,grass ,-1.5,47,51,80,27,7,80,DAL
KC,20130929,outdoors,grass ,-4.5,43.5,38,66,65,0,66,NYG
HOU,20130929,Indoors,grass ,-2,41,43,69.5,37.5,0,69.5,SEA
TB,20130929,outdoors,grass ,-2.5,40,23,84,55,5,84,ARI
MIN,20130929,outdoors,grass ,-3,41.5,61,54,86,11,50.7131986,PIT
OAK,20130929,outdoors,grass ,-4,45.5,38,77,52,13,77,WAS
ATL,20130929,Indoors,fieldturf ,-3,49,53,69.5,37.5,0,69.5,NE
DEN,20130929,outdoors,grass ,-11.5,57.5,72,76,16,8,76,PHI
JAC,20130929,outdoors,grass ,-9.5,42.5,40,80,65,12,80,IND
DET,20130929,Indoors,fieldturf ,-2.5,48,72,69.5,37.5,0,69.5,CHI
NO,20130930,Indoors,sportturf,-7.5,48.5,55,69.5,37.5,0,69.5,MIA
CLE,20131003,outdoors,grass ,-4,40.5,61,75,73,6,75,BUF
ARI,20131006,Indoors,grass ,-3,41.5,28,69.5,37.5,0,69.5,CAR
GB,20131006,outdoors,grass ,-9.5,53,31,59,59,10,57.19163281,DET
NYG,20131006,outdoors,fieldturf,-1.5,53.5,57,66,100,6,66,PHI
DAL,20131006,Indoors,matrixturf,-9,56,99,69.5,37.5,0,69.5,DEN
CIN,20131006,outdoors,fieldturf ,-1,45.5,19,68,93,7,68,NE
CHI,20131006,outdoors,grass ,-1.5,50.5,44,60,49,10,58.43105832,NO
OAK,20131006,outdoors,grass ,-5,46,44,70,0,2,70,SD
STL,20131006,Indoors,astroplay,-11,40.5,54,69.5,37.5,0,69.5,JAC
IND,20131006,Indoors,fieldturf ,-3,43.5,62,69.5,37.5,0,69.5,SEA
MIA,20131006,outdoors,grass ,-2.5,42.5,49,87,56,5,87,BAL
TEN,20131006,outdoors,grass ,-3,38,43,74,83,10,74,KC
SF,20131006,outdoors,grass ,-4.5,43,37,76,40,9,76,HOU
ATL,20131007,Indoors,fieldturf ,-10.5,45,58,69.5,37.5,0,69.5,NYJ
CHI,20131010,outdoors,grass ,-8.5,46.5,48,63,74,10,62.14933482,NYG
MIN,20131013,Indoors,sportturf,-2.5,44.5,45,69.5,37.5,0,69.5,CAR
BAL,20131013,outdoors,sportturf,-2,48.5,36,61,83,10,59.67048382,GB
HOU,20131013,Indoors,grass ,-9,43,51,69.5,37.5,0,69.5,STL
CLE,20131013,outdoors,grass ,-2.5,44,48,66,78,8,66,DET
DEN,20131013,outdoors,grass ,-26.5,53,54,59,53,7,58.03571475,JAC
KC,20131013,outdoors,grass ,-7.5,41,31,63,41,7,62.85631108,OAK
SEA,20131013,outdoors,fieldturf ,-11.5,42,33,51,80,4,50.02540967,TEN
BUF,20131013,outdoors,a_turf,-6,41,51,65,70,11,64.45132798,CIN
DAL,20131013,Indoors,matrixturf,-5.5,52,47,69.5,37.5,0,69.5,WAS
TB,20131013,outdoors,grass ,-3,44.5,51,82,42,3,82,PHI
NYJ,20131013,outdoors,fieldturf,-1.5,40.5,25,62,68,10,60.90990932,PIT
NE,20131013,outdoors,fieldturf ,-2.5,51,57,59,57,7,58.03571475,NO
SF,20131013,outdoors,grass ,-10.5,40.5,52,65,55,5,65,ARI
SD,20131014,outdoors,grass ,,50.5,28,69,69,13,69,IND
ARI,20131017,Indoors,grass ,-4.5,41,56,69.5,37.5,0,69.5,SEA
PIT,20131020,outdoors,grass ,-2.5,41,35,57,49,14,53.80276469,BAL
ATL,20131020,Indoors,fieldturf ,-6.5,43,54,69.5,37.5,0,69.5,TB
CAR,20131020,outdoors,grass ,-7,42,45,68,42,4,68,STL
GB,20131020,outdoors,grass ,-9.5,45,44,46,65,8,41.89454813,CLE
PHI,20131020,outdoors,grass ,-2.5,55,20,60,39,13,57.80517497,DAL
DET,20131020,Indoors,fieldturf ,-1.5,45.5,51,69.5,37.5,0,69.5,CIN
JAC,20131020,outdoors,grass ,-7,44.5,30,73,0,12,73,SD
IND,20131020,Indoors,fieldturf ,-6,54.5,72,69.5,37.5,0,69.5,DEN
WAS,20131020,outdoors,grass ,-1,47.5,86,61,39,13,59.07109207,CHI
KC,20131020,outdoors,grass ,-6,38.5,33,70,36,15,70,HOU
NYJ,20131020,outdoors,fieldturf,-3,43,57,63,36,11,61.95348627,NE
MIA,20131020,outdoors,grass ,-6.5,43.5,44,87,57,5,87,BUF
TEN,20131020,outdoors,grass ,-3,41,48,68,32,3,68,SF
NYG,20131021,outdoors,fieldturf,-3.5,47.5,30,57,63,4,56.95637753,MIN
TB,20131024,outdoors,grass ,-6.5,39,44,70,53,5,70,CAR
MIN,20131027,Indoors,sportturf,-7.5,47.5,75,69.5,37.5,0,69.5,GB
ARI,20131027,Indoors,grass ,-3,44.5,40,69.5,37.5,0,69.5,ATL
NE,20131027,outdoors,fieldturf ,-5.5,46.5,44,53,45,13,48.94375528,MIA
OAK,20131027,outdoors,grass ,-2.5,40,39,56,81,17,51.96074762,PIT
JAC,20131027,outdoors,grass ,-14.5,40,52,60,63,13,57.80517497,SF
DEN,20131027,outdoors,grass ,-11,58.5,66,69,14,8,69,WAS
NO,20131027,Indoors,sportturf,-10.5,48.5,52,69.5,37.5,0,69.5,BUF
PHI,20131027,outdoors,grass ,-5.5,49,22,56,40,13,52.74150658,NYG
DET,20131027,Indoors,fieldturf ,-3,51,61,69.5,37.5,0,69.5,DAL
CIN,20131027,outdoors,fieldturf ,-4.5,40.5,58,57,45,3,57,NYJ
KC,20131027,outdoors,grass ,-7,39,40,52,46,4,51.18057098,CLE
STL,20131028,Indoors,astroplay,-13,43.5,23,69.5,37.5,0,69.5,SEA
MIA,20131031,outdoors,grass ,-3,42,42,79,76,8,79,CIN
HOU,20131103,Indoors,grass ,-1,42.5,51,69.5,37.5,0,69.5,IND
CAR,20131103,outdoors,grass ,-8,46.5,44,62,41,12,60.51434709,ATL
STL,20131103,Indoors,astroplay,-3,41,49,69.5,37.5,0,69.5,TEN
NYJ,20131103,outdoors,fieldturf,-5.5,45.5,46,48,53,14,42.34033219,NO
WAS,20131103,outdoors,grass ,,49.5,54,57,41,20,52.78308958,SD
DAL,20131103,Indoors,matrixturf,-8.5,51,50,69.5,37.5,0,69.5,MIN
CLE,20131103,outdoors,grass ,-1,41.5,42,46,54,9,41.46775559,BAL
OAK,20131103,outdoors,grass ,-1,45.5,69,62,30,6,61.9586607,PHI
BUF,20131103,outdoors,a_turf,-4.5,40.5,36,36,58,7,30.31728591,KC
NE,20131103,outdoors,fieldturf ,-5.5,42.5,86,44,44,6,40.52192129,PIT
SEA,20131103,outdoors,fieldturf ,-14.5,40,51,48,68,4,46.55992574,TB
GB,20131104,outdoors,grass ,-9.5,50.5,47,49,77,14,43.6139358,CHI
MIN,20131107,Indoors,sportturf,-1,48,61,69.5,37.5,0,69.5,WAS
SF,20131110,outdoors,grass ,-5.5,43,19,62,65,6,61.9586607,CAR
TEN,20131110,outdoors,grass ,-11.5,42,56,62,40,6,61.9586607,JAC
ARI,20131110,Indoors,grass ,-3.5,41.5,51,69.5,37.5,0,69.5,HOU
SD,20131110,outdoors,grass ,-7,56,48,78,14,6,78,DEN
GB,20131110,outdoors,grass ,-1,47,40,45,48,12,39.13316185,PHI
CHI,20131110,outdoors,grass ,-1.5,52,40,47,51,6,44.09471119,DET
NYG,20131110,outdoors,fieldturf,-7,41.5,44,49,71,14,43.6139358,OAK
IND,20131110,Indoors,fieldturf ,-7,43,46,69.5,37.5,0,69.5,STL
ATL,20131110,Indoors,fieldturf ,-3,47,43,69.5,37.5,0,69.5,SEA
NO,20131110,Indoors,sportturf,-5.5,54,66,69.5,37.5,0,69.5,DAL
PIT,20131110,outdoors,grass ,-2.5,42.5,33,46,56,21,38.14860755,BUF
BAL,20131110,outdoors,sportturf,-2,44,37,60,36,17,57.1374641,CIN
TB,20131111,outdoors,grass ,-2.5,39.5,41,73,74,5,73,MIA
TEN,20131114,outdoors,grass ,-3,42,57,44,36,3,42.89058385,IND
NYG,20131117,outdoors,fieldturf,-3,41,40,59,100,2,59,GB
TB,20131117,outdoors,grass ,-2,43.5,69,79,74,6,79,ATL
NO,20131117,Indoors,sportturf,-3.5,50,43,69.5,37.5,0,69.5,SF
PIT,20131117,outdoors,grass ,-3,45,64,60,87,12,57.99891353,DET
CHI,20131117,outdoors,grass ,-3.5,40.5,43,68,82,17,67.49089705,BAL
HOU,20131117,Indoors,grass ,-10.5,41,51,69.5,37.5,0,69.5,OAK
MIA,20131117,outdoors,grass ,-3,44.5,36,81,67,12,81,SD
DEN,20131117,outdoors,grass ,-7.5,49,44,43,34,6,39.33099132,KC
JAC,20131117,outdoors,grass ,-9,40.5,41,76,0,8,76,ARI
SEA,20131117,outdoors,fieldturf ,-13,45,61,50,81,14,44.88753941,MIN
CIN,20131117,outdoors,fieldturf ,-4.5,40,61,62,92,7,61.651162,CLE
BUF,20131117,outdoors,a_turf,-2,39.5,51,62,71,14,60.17078274,NYJ
PHI,20131117,outdoors,grass ,-4,54.5,40,64,71,7,64,WAS
CAR,20131118,outdoors,grass ,-3,46.5,44,59,35,8,57.72533605,NE
ATL,20131121,Indoors,fieldturf ,-7,52.5,30,69.5,37.5,0,69.5,NO
MIA,20131124,outdoors,grass ,-4,40,36,82,55,13,82,CAR
STL,20131124,Indoors,astroplay,-1.5,46,63,69.5,37.5,0,69.5,CHI
ARI,20131124,Indoors,grass ,-3,44.5,51,69.5,37.5,0,69.5,IND
GB,20131124,outdoors,grass ,-5.5,44.5,52,19,52,10,7.614612734,MIN
HOU,20131124,Indoors,grass ,-10,44,19,69.5,37.5,0,69.5,JAC
KC,20131124,outdoors,grass ,-3,43,79,24,50,3,20.26750191,SD
BAL,20131124,outdoors,sportturf,-3.5,38,22,33,23,26,19.79902754,NYJ
CLE,20131124,outdoors,grass ,-2,40,38,20,84,31,1.052007897,PIT
DET,20131124,Indoors,fieldturf ,-7,48.5,45,69.5,37.5,0,69.5,TB
OAK,20131124,outdoors,grass ,-2,42,42,58,56,5,57.61446355,TEN
NYG,20131124,outdoors,fieldturf,-2.5,44.5,45,25,40,6,17.8942519,DAL
NE,20131124,outdoors,fieldturf ,-2.5,54,65,22,29,22,6.212792599,DEN
WAS,20131125,outdoors,grass ,-5,45.5,33,35,37,12,26.55599406,SF
BAL,20131128,outdoors,sportturf,-3,39.5,42,37,39,2,36.46517412,PIT
DAL,20131128,Indoors,matrixturf,-8,49.5,55,69.5,37.5,0,69.5,OAK
DET,20131128,Indoors,fieldturf ,-6,48.5,50,69.5,37.5,0,69.5,GB
IND,20131201,Indoors,fieldturf ,-3.5,46,36,69.5,37.5,0,69.5,TEN
KC,20131201,outdoors,grass ,-6,49.5,63,55,47,4,54.64605491,DEN
NYJ,20131201,outdoors,fieldturf,-2,39.5,26,48,59,4,46.55992574,MIA
WAS,20131201,outdoors,grass ,-1,45.5,41,43,72,0,43,NYG
CLE,20131201,outdoors,grass ,-7.5,39.5,60,40,61,7,35.13788223,JAC
SF,20131201,outdoors,grass ,-7.5,40.5,36,59,72,6,58.3858708,STL
HOU,20131201,Indoors,grass ,-6.5,49,65,69.5,37.5,0,69.5,NE
CAR,20131201,outdoors,grass ,-6.5,41,33,56,55,2,56,TB
PHI,20131201,outdoors,grass ,-3.5,48,45,46,53,4,44.24960312,ARI
MIN,20131201,Indoors,sportturf,-1,48.5,43,69.5,37.5,0,69.5,CHI
SD,20131201,outdoors,grass ,-1.5,48.5,27,77,26,5,77,CIN
BUF,20131201,Indoors,a_turf,-4.5,48,65,69.5,37.5,0,69.5,ATL
SEA,20131202,outdoors,fieldturf ,-5,48.5,41,41,62,6,36.94913138,NO
JAC,20131205,outdoors,grass ,-3.5,43.5,47,72,73,7,72,HOU
GB,20131208,outdoors,grass ,-3.5,47,43,9,80,6,-1.160627576,ATL
CIN,20131208,outdoors,fieldturf ,-7,43,70,25,85,7,17.06064603,IND
BAL,20131208,outdoors,sportturf,-6,41.5,55,33,67,7,26.70183867,MIN
TB,20131208,outdoors,grass ,-2.5,42.5,33,82,62,13,82,BUF
NO,20131208,Indoors,sportturf,-3,47,44,69.5,37.5,0,69.5,CAR
ARI,20131208,Indoors,grass ,-4.5,41,40,69.5,37.5,0,69.5,STL
DEN,20131208,outdoors,grass ,-13.5,49.5,79,18,63,5,10.6321109,TEN
NYJ,20131208,outdoors,fieldturf,-3,39,64,33,51,6,27.42169164,OAK
PHI,20131208,outdoors,grass ,-2,51,54,27,56,6,20.27611184,DET
WAS,20131208,outdoors,grass ,-3,44,55,30,79,10,21.24829326,KC
NE,20131208,outdoors,fieldturf ,-9.5,47.5,53,30,46,5,24.7268167,CLE
SF,20131208,outdoors,grass ,-2,41,36,43,49,5,39.99608131,SEA
SD,20131208,outdoors,grass ,-4,47,51,53,53,8,50.41881855,NYG
PIT,20131208,outdoors,grass ,-3,40.5,62,25,73,9,15.65673916,MIA
CHI,20131209,outdoors,grass ,-1.5,49,73,8,63,14,-8.603812228,DAL
DEN,20131212,outdoors,grass ,-9.5,56.5,47,37,50,2,36.46517412,SD
PIT,20131215,outdoors,grass ,-1.5,44.5,50,26,66,20,12.11418289,CIN
STL,20131215,Indoors,astroplay,-7,47.5,43,69.5,37.5,0,69.5,NO
CAR,20131215,outdoors,grass ,-10,41,50,54,47,11,50.7131986,NYJ
CLE,20131215,outdoors,grass ,-1,43.5,69,25,82,12,13.97882628,CHI
NYG,20131215,outdoors,fieldturf,-9.5,43.5,23,36,88,7,30.31728591,SEA
DAL,20131215,Indoors,matrixturf,-4,50,73,69.5,37.5,0,69.5,GB
JAC,20131215,outdoors,grass ,-4,43,47,60,0,20,56.71879023,BUF
MIN,20131215,Indoors,sportturf,-7,53,78,69.5,37.5,0,69.5,PHI
TEN,20131215,outdoors,grass ,-3,43,71,37,64,4,33.85315133,ARI
OAK,20131215,outdoors,grass ,-6,44,87,64,39,6,64,KC
MIA,20131215,outdoors,grass ,-2.5,46.5,44,84,70,14,84,NE
ATL,20131215,Indoors,fieldturf ,-5.5,50,53,69.5,37.5,0,69.5,WAS
TB,20131215,outdoors,grass ,-4.5,41,47,70,64,7,70,SF
IND,20131215,Indoors,fieldturf ,-6,47,28,69.5,37.5,0,69.5,HOU
DET,20131216,Indoors,fieldturf ,-5.5,49,34,69.5,37.5,0,69.5,BAL
KC,20131222,outdoors,grass ,-7,46.5,30,22,84,10,11.33288924,IND
PHI,20131222,outdoors,grass ,-3,53.5,65,62,82,11,60.70456542,CHI
CIN,20131222,outdoors,fieldturf ,-7.5,48,56,53,80,11,49.46427774,MIN
GB,20131222,outdoors,grass ,-2,43.5,69,23,78,13,10.96624231,PIT
NYJ,20131222,outdoors,fieldturf,-1.5,41.5,37,70,65,12,70,CLE
JAC,20131222,outdoors,grass ,-4,44,36,79,0,13,79,TEN
BUF,20131222,outdoors,a_turf,-1.5,42,19,41,79,8,35.80578354,MIA
BAL,20131222,outdoors,sportturf,-1.5,45.5,48,65,75,8,65,NE
STL,20131222,Indoors,astroplay,-3.5,43,36,69.5,37.5,0,69.5,TB
WAS,20131222,outdoors,grass ,-2.5,51,47,65,92,5,65,DAL
HOU,20131222,Indoors,grass ,-9.5,53,50,69.5,37.5,0,69.5,DEN
SD,20131222,outdoors,grass ,-9,50,39,67,45,7,67,OAK
SEA,20131222,outdoors,fieldturf ,-9,42.5,27,48,94,6,45.28564116,ARI
CAR,20131222,outdoors,grass ,-3,44.5,30,72,84,18,72,NO
DET,20131222,Indoors,fieldturf ,-9,47,43,69.5,37.5,0,69.5,NYG
SF,20131223,outdoors,grass ,-14.5,46,58,60,49,0,60,ATL
SEA,20131229,outdoors,fieldturf ,-12.5,41,36,40,93,5,36.47240486,STL
TEN,20131229,outdoors,grass ,-6.5,44.5,26,53,61,4,52.33573229,HOU
IND,20131229,Indoors,fieldturf ,-11.5,45,40,69.5,37.5,0,69.5,JAC
MIA,20131229,outdoors,grass ,-7,41,27,79,84,12,79,NYJ
MIN,20131229,Indoors,sportturf,-2.5,50,27,69.5,37.5,0,69.5,DET
NYG,20131229,outdoors,fieldturf,-3.5,44,26,40,100,2,39.76259487,WAS
CHI,20131229,outdoors,grass ,-3,51,61,26,88,16,13.50956116,GB
NO,20131229,Indoors,sportturf,-10.5,47,59,69.5,37.5,0,69.5,TB
ATL,20131229,Indoors,fieldturf ,-5.5,46.5,41,69.5,37.5,0,69.5,CAR
NE,20131229,outdoors,fieldturf ,-7,46.5,54,39,100,8,33.37027771,BUF
OAK,20131229,outdoors,grass ,-10,53.5,48,70,16,8,70,DEN
CIN,20131229,outdoors,fieldturf ,-7,43,51,43,93,3,41.75942975,BAL
DAL,20131229,Indoors,matrixturf,-7,54,46,69.5,37.5,0,69.5,PHI
SD,20131229,outdoors,grass ,-14.5,45,51,73,14,1,73,KC
PIT,20131229,outdoors,grass ,-9.5,44.5,27,40,93,5,36.47240486,CLE
ARI,20131229,Indoors,grass ,-3,41,43,69.5,37.5,0,69.5,SF
IND,20140104,Indoors,fieldturf ,-2.5,48,89,69.5,37.5,0,69.5,KC
PHI,20140104,outdoors,grass ,-3,54.5,50,25,55,5,18.85402261,NO
GB,20140105,outdoors,grass ,-3,46.5,43,5,60,10,-9.737344294,SF
CIN,20140105,outdoors,fieldturf ,-6,47.5,37,42,84,5,38.82152249,SD
NE,20140111,outdoors,fieldturf,-7,51,65,57,100,18,53.09037706,IND
SEA,20140111,outdoors,fieldturf ,-9,44,38,48,75,20,40.97598764,NO
DEN,20140112,outdoors,grass ,-7.5,55,41,41,20,17,32.54806084,SD
CAR,20140112,outdoors,grass ,-1,41,33,54,42,8,51.63657147,SF
DEN,20140119,outdoors,grass,-5,56.5,42,63,10,9,62.36238793,NE
SEA,20140119,outdoors,fieldturf,-4,40.5,40,43,88,1,43,SF
DEN,20140202,outdoors,fieldturf,-2.5,47.5,51,49,63,4,47.71508705,SEA
SEA,20140904,outdoors,fieldturf ,-8.5,45,52,71,52,11,71,GB
ATL,20140907,Indoors,fieldturf ,-3,51.5,71,69.5,37.5,0,69.5,NO
